segment_type,segment_value,n,fold_count,baseline_mape,current_best_mape,rolling_mean_2_mape,rolling_mean_3_mape,rolling_median_3_mape,damped_add_mape,damped_ratio_mape,outlier_smoothing_mape,segment_region_mape,segment_area_mape,ml_ratio_mape,analog_knn_mape,best_model_in_segment,best_model_mape,improvement_best_vs_current,signed_bias_current_best,median_pred_div_true,same_bias_sign_folds,stability_score
rto_decile,1,6183,3,5.925456541817222,5.931662877452317,6.619810001366981,7.137462226665203,7.403596431164079,6.012894663382786,5.994861038180417,5.901462131360896,5.934232716887151,5.9290540835535275,5.928630835186175,5.986724058882624,outlier_smoothing,5.901462131360896,0.030200746091421315,0.009634831185804105,1.0040974628823092,2,0.02013383072761421
alcohol_x_rto_decile,1__4,5833,3,6.255776266975751,6.259140990614601,7.20471742494988,7.668465829671995,7.958010153630881,6.280083066812058,6.284599604435858,6.229460689994251,6.266925022003972,6.259946493475882,6.258841209918987,6.323251293468645,outlier_smoothing,6.229460689994251,0.029680300620350764,0.01754640793965693,1.008489504995472,2,0.01978686708023384
region_x_trend,Самарская обл__2,381,3,4.890961195336439,4.890724345027235,4.910491705472714,5.019525275493146,4.86115300497944,4.8916925415292924,4.891584660778924,4.879131827405884,4.889795614116602,4.889896200067245,4.8866673905750115,4.9721501751994115,rolling_median_3,4.86115300497944,0.029571340047795047,0.0015887713608063326,0.9971186361163638,2,0.01971422669853003
Населенный пункт,Казань г,1104,3,5.166929019697468,5.168445030245772,5.62966957474357,6.002666180141262,6.152499872274279,5.218897492315653,5.20706793745526,5.139697689871584,5.167725592374526,5.1658884154522,5.162522162671643,5.217484119105378,outlier_smoothing,5.139697689871584,0.028747340374188468,-0.003072768195123023,0.9915002833718172,2,0.01916489358279231
region_x_trend,Краснодарский край__4,806,2,5.6057114414370925,5.624851202550301,8.771424764225102,11.968360413064879,13.487475744482145,6.169896489757232,6.070102652555274,5.731605885832265,5.624556532089147,5.607817517628153,5.611199072609034,5.6537355200199455,baseline,5.6057114414370925,0.01913976111320803,0.026850781943632766,1.0144036798701563,2,0.01913976111320803
Регион,Оренбургская обл,978,3,6.999744668087071,7.010353555835811,7.9044849898850895,8.271262635475418,9.00349741874263,7.263483836215443,7.127680250632103,6.982208859233629,7.001998139634969,7.003473856831132,6.996022072438418,7.071165815071186,outlier_smoothing,6.982208859233629,0.02814469660218233,0.021329230857456784,1.0057496325512192,2,0.018763131068121552
Населенный пункт,Ростов-на-Дону г,696,3,4.256935964028004,4.265698465386828,4.495189916273339,4.8244756229313115,5.005285689859896,4.414467023261996,4.371670316757545,4.23774597241012,4.2578626674640905,4.256317270942344,4.254410470339444,4.2709185521997375,outlier_smoothing,4.23774597241012,0.02795249297670832,-0.009630257514551582,0.9921503119380125,2,0.018634995317805547
Флаг алкогольной лицензии,1,57852,3,6.870950072084963,6.8721917274352675,7.9662664054348005,8.485053381188974,8.915816854729771,6.844278303681357,6.86429422169322,6.85437261035806,6.8857559791867935,6.873948079654943,6.873119462551511,6.93532191667989,damped_add,6.844278303681357,0.027913423753910926,0.020449319256775345,1.0074105437413792,2,0.01860894916927395
alcohol_x_rto_decile,0__0,527,3,6.478521642105976,6.482687181375876,7.839656232309532,8.556047243945006,8.959512679298347,6.454951731816198,6.536576328848258,6.566436699314016,6.48814831866562,6.478754091877571,6.480902555255963,6.52742147460573,damped_add,6.454951731816198,0.027735449559678216,0.0019523469824046747,0.997559577507239,2,0.01849029970645214
Населенный пункт,Владимир г,186,3,4.985788183264836,4.98337924800695,5.700304173821811,6.228328994127328,6.3516105194503325,4.958414393500504,4.95570543695061,4.984249217003574,4.992751832939378,4.986269260579417,4.986339397720286,5.0310268209126034,damped_ratio,4.95570543695061,0.02767381105634037,0.0034461301756553214,0.9953895019775006,2,0.01844920737089358
mean_rto_decile,5,6183,3,6.750933469181337,6.752805364697259,7.806945135642508,8.30328424042685,8.703600450992283,6.735524251255924,6.75145495767983,6.725671168651141,6.764953020368541,6.754515847965331,6.753105232612248,6.820418622675029,outlier_smoothing,6.725671168651141,0.02713419604611733,0.022997592563217234,1.0109041986674128,2,0.018089464030744885
ratio_9_8_bucket,0,14994,3,5.397992692079307,5.398459068228071,7.299563803076583,9.792390897949943,9.908898240140141,5.373784524098432,5.380823470911644,5.659068428574305,5.4079715368867225,5.398382361260322,5.399899925352937,5.424473986684333,damped_add,5.373784524098432,0.02467454412963921,-0.0021969231887214546,0.9894922447837007,2,0.016449696086426137
Регион,Свердловская обл,2289,3,5.89991620417534,5.899954508604959,6.661708517706648,7.040545198765806,7.223015186825438,5.889381323614845,5.89403255126545,5.875316840225675,5.909608890209251,5.9036581840331115,5.899600477494607,5.9765490160843955,outlier_smoothing,5.875316840225675,0.024637668379284605,0.01601464278782659,1.0076844602067,2,0.0164251122528564
